17889,State,PopulationLatitude,,Longitude
Arriba,Colorado,207,39.2843,-103.274
Arrow Point,Missouri,87,36.544,-93.6223
Arrow Rock,Missouri,52,39.07,-92.9473
Arrowsmith,Illinois,276,40.4493,-88.6321
Arroyo Grande,California,17976,35.1241,-120.585
Artas,South Dakota,8,45.8873,-99.807
Artesia,California,16601,33.8676,-118.081
Artesia,Mississippi,425,33.4164,-88.6425
Artesia,New Mexico,12356,32.8492,-104.427
Artesian,South Dakota,137,44.0079,-97.9237
Arthur,Illinois,2200,39.7143,-88.4695
Arthur,Iowa,194,42.3353,-95.3469
Arthur,Nebraska,118,41.5718,-101.692
Arthur,North Dakota,332,47.1043,-97.2184
Arvada,Colorado,121272,39.8321,-105.151
Arvin,California,21851,35.1944,-118.831
Asbury,Iowa,5747,42.5119,-90.7795
Asbury,Missouri,215,37.2729,-94.6052
Asbury Park,New Jersey,15408,40.2226,-74.0119
Ash Flat,Arkansas,1098,36.2365,-91.6067
Ash Grove,Missouri,1444,37.3177,-93.581
Asharoken,New York,646,40.938,-73.3815
Ashburn,Georgia,3704,31.7095,-83.6528
Ashby,Minnesota,441,46.0931,-95.8157
Ashdown,Arkansas,4400,33.6746,-94.1264
Asheboro,North Carolina,25940,35.7158,-79.8129
Asher,Oklahoma,412,34.9884,-96.9254
Asherton,Texas,1039,28.446,-99.7604
Asheville,North Carolina,92870,35.5704,-82.5536
Ashford,Alabama,2181,31.1858,-85.2359
Ashippun,Wisconsin,2581,43.2182,-88.5159
Ashkum,Illinois,693,40.8783,-87.9533
Ashland,Alabama,1895,33.2704,-85.8337
Ashland,Illinois,1191,39.8885,-90.0079
Ashland,Kansas,775,37.1866,-99.7697
Ashland,Kentucky,20146,38.4592,-82.6449
Ashland,Louisiana,263,32.1164,-93.1171
Ashland,Mississippi,519,34.8341,-89.1778
Ashland,Missouri,3968,38.7929,-92.2477
Ashland,Nebraska,2644,41.0404,-96.3707
Ashland,Ohio,20275,40.8668,-82.3156
Ashland,Oklahoma,63,34.7668,-96.0706
Ashland,Oregon,21281,42.1905,-122.699
Ashland,Virginia,7875,37.7596,-77.4715
Ashland,Wisconsin,7843,46.5801,-90.8715
Ashland City,Tennessee,4767,36.2607,-87.0412
Ashley,Illinois,490,38.3288,-89.1894
Ashley,Indiana,981,41.5214,-85.0614
Ashley,Michigan,545,43.1873,-84.4762
Ashley,North Dakota,661,46.0347,-99.3736
Ashley,Ohio,1608,40.4098,-82.9516
Ashmore,Illinois,749,39.5306,-88.0201
Ashtabula,Ohio,18017,41.8806,-80.7984
Ashton,Idaho,1050,44.0734,-111.448
Ashton,Illinois,891,41.8682,-89.2226
Ashton,Iowa,420,43.3089,-95.7925
Ashton,Nebraska,185,41.2477,-98.795
Ashton,South Dakota,124,44.9931,-98.4991
Ashville,Alabama,2365,33.8331,-86.2698
Ashville,Ohio,4385,39.7239,-82.9575
Ashwaubenon,Wisconsin,17161,44.4796,-88.0889
Askewville,North Carolina,220,36.1116,-76.9412
Askov,Minnesota,353,46.1886,-92.7824
Asotin,Washington,1289,46.3366,-117.041
Aspen,Colorado,7401,39.195,-106.837
Aspermont,Texas,835,33.1405,-100.225
Aspinwall,Iowa,39,41.9105,-95.135
Assaria,Kansas,408,38.6802,-97.604
Assumption,Illinois,1066,39.518,-89.0478
Astatula,Florida,2085,28.7065,-81.7346
Astoria,Illinois,1036,40.2279,-90.3566
Astoria,Oregon,10015,46.1856,-123.805
Astoria,South Dakota,135,44.5577,-96.5465
Atalissa,Iowa,308,41.5715,-91.1665
Atascadero,California,30075,35.4827,-120.686
Atchison,Kansas,10476,39.5625,-95.1367
Athalia,Ohio,354,38.5126,-82.3093
Athena,Oregon,1144,45.8132,-118.492
Athens,Alabama,27366,34.7847,-86.951
Athens,Illinois,1908,39.9618,-89.7217
Athens,Louisiana,269,32.658,-93.0277
Athens,Michigan,996,42.0866,-85.2356
Athens,Ohio,24536,39.3269,-82.0988
Athens,Tennessee,14020,35.4573,-84.6045
Athens,Texas,12753,32.2041,-95.8321
Athens,West Virginia,897,37.423,-81.0148
Athens,Wisconsin,1077,45.0349,-90.0792
Atherton,California,7137,37.4539,-122.203
Athol,Idaho,792,47.9451,-116.706
Athol,Kansas,41,39.7661,-98.9199
Atkins,Arkansas,3037,35.2414,-92.9465
Atkins,Iowa,1970,41.9943,-91.8585
Atkinson,Illinois,964,41.4167,-90.0085
Atkinson,Nebraska,1229,42.5309,-98.9747
Atkinson,North Carolina,356,34.5275,-78.1697
Atlanta,Georgia,506811,33.7627,-84.4224
Atlanta,Illinois,1600,40.2637,-89.231
Atlanta,Indiana,745,40.2139,-86.0271
Atlanta,Kansas,181,37.4358,-96.767
Atlanta,Louisiana,146,31.8064,-92.7383
Atlanta,Missouri,380,39.8986,-92.4801
Atlanta,Nebraska,132,40.3684,-99.4732
Atlanta,Texas,5472,33.1136,-94.1672
Atlantic,Iowa,6526,41.3957,-95.0138
Atlantic Beach,Florida,13872,30.3371,-81.4128
Atlantic Beach,New York,1902,40.5894,-73.7296
Atlantic Beach,North Carolina,1512,34.7011,-76.7403
Atlantic Beach,South Carolina,445,33.8035,-78.7177
Atlantic City,New Jersey,37743,39.3797,-74.4527
Atlantis,Florida,2129,26.5962,-80.1031
Atmore,Alabama,9107,31.0927,-87.4763
Atoka,Oklahoma,3015,34.3857,-96.1313
Atoka,Tennessee,9517,35.4239,-89.7861
Atomic City,Idaho,27,43.4431,-112.812
Attalla,Alabama,5771,34.0049,-86.104
Attapulgus,Georgia,425,30.7495,-84.4839
Attica,Indiana,3241,40.2874,-87.2452
Attica,Kansas,557,37.2426,-98.2276
Attica,Ohio,861,41.0634,-82.8873
Attleboro,Massachusetts,45237,41.9311,-71.295
Atwater,California,29559,37.3543,-120.598
Atwater,Minnesota,1119,45.1356,-94.7769
Atwood,Illinois,1158,39.7992,-88.4626
Atwood,Kansas,1217,39.8103,-101.042
Atwood,Oklahoma,69,34.9549,-96.3367
Atwood,Tennessee,919,35.9747,-88.6689
Au Gres,Michigan,829,44.0431,-83.6933
Aubrey,Arkansas,138,34.7193,-90.8976
Aubrey,Texas,4895,33.2872,-96.9622
Auburn,Alabama,66259,32.6087,-85.4899
Auburn,California,14195,38.895,-121.078
Auburn,Georgia,7660,34.0157,-83.8319
Auburn,Illinois,4623,39.5762,-89.7441
Auburn,Indiana,13484,41.3666,-85.0559
Auburn,Iowa,305,42.2496,-94.8778
Auburn,Kansas,1211,38.9077,-95.8158
Auburn,Kentucky,1380,36.8654,-86.7107
Auburn,Maine,23414,44.085,-70.2492
Auburn,Michigan,2083,43.6021,-84.0757
Auburn,Nebraska,3324,40.3894,-95.8436
Auburn,New York,26173,42.9338,-76.5684
Auburn,Washington,81464,47.3039,-122.211
Auburn,West Virginia,88,39.0961,-80.8562
Auburn Hills,Michigan,24748,42.6735,-83.2447
Auburndale,Florida,16650,28.0962,-81.8011
Auburndale,Wisconsin,829,44.6266,-90.0144
Auburntown,Tennessee,266,35.951,-86.097
Audubon,Iowa,1898,41.7181,-94.9286
Audubon,Minnesota,520,46.8629,-95.9809
Audubon Park,Kentucky,1489,38.205,-85.727
Augusta,Arkansas,1947,35.2866,-91.3614
Augusta,Illinois,543,40.2307,-90.95
Augusta,Kansas,9345,37.6955,-96.9921
Augusta,Kentucky,1148,38.7723,-84.0003
Augusta,Maine,18697,44.3341,-69.7319
Augusta,Michigan,899,42.3378,-85.3525
Augusta,Missouri,267,38.5695,-90.8812
Augusta,Wisconsin,1525,44.6784,-91.1203
Aulander,North Carolina,783,36.228,-77.1136
Aullville,Missouri,101,39.0175,-93.6779
Ault,Colorado,1871,40.5893,-104.739
Aumsville,Oregon,4180,44.8462,-122.87
Aurelia,Iowa,958,42.7131,-95.4368
Aurora,Colorado,379289,39.7087,-104.727
Aurora,Illinois,197757,41.7637,-88.2901
Aurora,Indiana,3676,39.0677,-84.9046
Aurora,Iowa,161,42.6194,-91.7295
Aurora,Kansas,56,39.4519,-97.5299
Aurora,Minnesota,1626,47.5312,-92.2399
Aurora,Missouri,7447,36.9674,-93.7183
Aurora,Nebraska,4547,40.8642,-98.007
Aurora,North Carolina,510,35.303,-76.7889
Aurora,Ohio,16338,41.3118,-81.345
Aurora,Oregon,1039,45.2285,-122.757
Aurora,South Dakota,834,44.2826,-96.6863
Aurora,Texas,1512,33.056,-97.5096
Aurora,Utah,1052,38.9201,-111.934
Austell,Georgia,7170,33.82,-84.645
Austin,Arkansas,4079,35.0061,-91.9895
Austin,Indiana,4118,38.7418,-85.8112
Austin,Minnesota,25233,43.6718,-92.9783
Austin,Texas,978908,30.3004,-97.7522
Austwell,Texas,145,28.3911,-96.8437
Autaugaville,Alabama,871,32.432,-86.6579
Autryville,North Carolina,199,34.9965,-78.6412
Auxvasse,Missouri,978,39.0174,-91.8958
Ava,Illinois,612,37.8886,-89.4965
Ava,Missouri,2865,36.9546,-92.6661
Avalon,California,3681,33.3342,-118.332
Avalon,Georgia,215,34.5027,-83.1967
Avant,Oklahoma,307,36.4886,-96.0599
Avenal,California,13496,36.0311,-120.116
Aventura,Florida,36987,25.9565,-80.1372
Avera,Georgia,225,33.1934,-82.5287
Avery,Texas,444,33.5522,-94.7803
Avilla,Indiana,2454,41.3637,-85.2317
Avilla,Missouri,129,37.1938,-94.1298
Avinger,Texas,421,32.8981,-94.5531
Aviston,Illinois,2136,38.6162,-89.6087
Avoca,Arkansas,517,36.398,-94.071
Avoca,Iowa,1521,41.4829,-95.3372
Avoca,Minnesota,135,43.949,-95.6465
Avoca,Nebraska,252,40.7965,-96.1192
Avoca,Wisconsin,623,43.1906,-90.326
Avon,Alabama,510,31.1799,-85.2802
Avon,Colorado,6511,39.6445,-106.513
Avon,Illinois,714,40.662,-90.4351
Avon,Indiana,18706,39.7603,-86.3917
Avon,Minnesota,1590,45.6101,-94.4619
Avon,Ohio,23399,41.4485,-82.0187
Avon,South Dakota,590,43.0052,-98.0592
Avon Lake,Ohio,24504,41.4945,-82.016
Avon Park,Florida,10689,27.5908,-81.5081
Avondale,Arizona,87931,33.3858,-112.324
Avondale,Missouri,451,39.1545,-94.5452
Avondale Estates,Georgia,3129,33.7699,-84.2648
Awendaw,South Carolina,1443,32.9823,-79.6461
Axtell,Kansas,403,39.8711,-96.2567
Axtell,Nebraska,751,40.4798,-99.1292
Ayden,North Carolina,5141,35.4694,-77.4167
Aynor,South Carolina,967,34.0001,-79.2072
Ayr,Nebraska,122,40.4377,-98.4409
Ayr,North Dakota,18,47.0411,-97.4909
Ayrshire,Iowa,134,43.0396,-94.8335
Azle,Texas,13351,32.8955,-97.5379
Aztec,New Mexico,6369,36.819,-107.983
Azusa,California,49974,34.1386,-117.912
Babbie,Alabama,596,31.3022,-86.3229
Babbitt,Minnesota,1484,47.6445,-91.9458
Backus,Minnesota,252,46.8207,-94.5149
Baconton,Georgia,827,31.3804,-84.1592
Bad Axe,Michigan,2914,43.8036,-82.9981
Badger,Iowa,532,42.6142,-94.1446
Badger,Minnesota,355,48.7768,-96.0212
Badger,South Dakota,101,44.4855,-97.2079
Badin,North Carolina,1973,35.4072,-80.1184
Baggs,Wyoming,417,41.0345,-107.657
Bagley,Iowa,286,41.8464,-94.4303
Bagley,Minnesota,1406,47.5239,-95.4041
Bagley,Wisconsin,367,42.9015,-91.0971
Bagnell,Missouri,95,38.2294,-92.6053
Bailey,North Carolina,562,35.7807,-78.1128
Bailey,Texas,305,33.4335,-96.1649
Bailey Lakes,Ohio,365,40.9489,-82.357
Baileys Harbor,Wisconsin,1039,45.0659,-87.133
Bailey's Prairie,Texas,773,29.1527,-95.4977
Baileyton,Alabama,619,34.2609,-86.6082
Baileyton,Tennessee,451,36.3304,-82.8292
Bainbridge,Georgia,12081,30.9046,-84.5727
Bainbridge,Indiana,746,39.7615,-86.8117
Bainbridge,Ohio,850,41.3944,-81.3366
Bainbridge Island,Washington,25298,47.6439,-122.543
Bainville,Montana,316,48.1394,-104.22
Baird,Texas,1486,32.396,-99.3962
Bairdstown,Ohio,134,41.1711,-83.6072
Bairoil,Wyoming,97,42.2372,-107.561
Baker,Louisiana,13194,30.5833,-91.1581
Baker,Montana,1893,46.364,-104.274
Baker City,Oregon,9809,44.7749,-117.832
Bakerhill,Alabama,252,31.7769,-85.2955
Bakersfield,California,384145,35.3529,-119.036
Bakersfield,Missouri,227,36.5239,-92.1442
Bakersville,North Carolina,445,36.0153,-82.1582
Bal Harbour,Florida,2961,25.8935,-80.1258
Balaton,Minnesota,624,44.2331,-95.8707
Balch Springs,Texas,25007,32.7194,-96.6151
Balcones Heights,Texas,3296,29.49,-98.5503
Bald Head Island,North Carolina,182,33.866,-77.9864
Bald Knob,Arkansas,2868,35.3123,-91.5709
Baldwin,Florida,1489,30.3051,-81.9744
Baldwin,Georgia,3414,34.4864,-83.5494
Baldwin,Illinois,340,38.1838,-89.8451
Baldwin,Iowa,108,42.0731,-90.8385
Baldwin,Louisiana,2219,29.8388,-91.5522
Baldwin,Michigan,1079,43.8971,-85.8531
Baldwin,New York,805,40.6634,-73.6104
Baldwin,Wisconsin,4072,44.954,-92.3709
Baldwin City,Kansas,4700,38.7782,-95.1879
Baldwin Park,California,75251,34.0829,-117.972
Baldwin Park,Missouri,96,38.7939,-94.2467
Baldwinsville,New York,7822,43.157,-76.3318
Baldwyn,Mississippi,3268,34.5071,-88.6416
Balfour,North Dakota,27,47.9509,-100.534
Ball,Louisiana,3935,31.4188,-92.4084
Ball Ground,Georgia,2195,34.3426,-84.3634
Ballard,Utah,1093,40.2949,-109.949
Ballinger,Texas,3642,31.7395,-99.9559
Ballston Spa,New York,5226,43.0068,-73.8525
Balltown,Iowa,69,42.6371,-90.87
Ballwin,Missouri,30082,38.5951,-90.55
Balmorhea,Texas,595,30.984,-103.744
Balsam Lake,Wisconsin,1417,45.4585,-92.4528
Balta,North Dakota,59,48.1666,-100.037
Baltic,Ohio,776,40.4436,-81.7016
Baltic,South Dakota,1178,43.7603,-96.7371
Baltimore,Maryland,593490,39.3051,-76.6144
Baltimore,Ohio,3004,39.846,-82.6047
Bamberg,South Carolina,3189,33.2995,-81.0323
Bancroft,Idaho,394,42.7202,-111.883
Bancroft,Iowa,696,43.2929,-94.2176
Bancroft,Kentucky,512,38.2832,-85.6129
Bancroft,Michigan,497,42.8766,-84.0658
Bancroft,Nebraska,466,42.0104,-96.5733
Bancroft,South Dakota,19,44.4894,-97.7505
Bancroft,West Virginia,591,38.5107,-81.8418
Bandera,Texas,900,29.7253,-99.074
Bandon,Oregon,3148,43.1141,-124.416
Baneberry,Tennessee,534,36.0465,-83.2783
Bangor,Maine,32262,44.8322,-68.7906
Bangor,Michigan,1833,42.312,-86.1135
Bangor,Wisconsin,1452,43.8938,-90.9935
Bangs,Texas,1527,31.7161,-99.1303
Banks,Alabama,164,31.8132,-85.8364
Banks,Arkansas,116,33.5758,-92.2671
Banks,Oregon,2036,45.6148,-123.106
Bankston,Iowa,27,42.5074,-90.9613
Banner,Illinois,182,40.5126,-89.9156
Banner Elk,North Carolina,1149,36.1588,-81.8677
Banning,California,31221,33.946,-116.899
Bannockburn,Illinois,1506,42.1932,-87.8694
Bantry,North Dakota,14,48.4975,-100.61
Bar Nunn,Wyoming,2812,42.922,-106.347
Baraboo,Wisconsin,12165,43.4695,-89.7376
Barada,Nebraska,22,40.2185,-95.5777
Baraga,Michigan,1946,46.7766,-88.4965
Barberton,Ohio,25953,41.0094,-81.6038
Barbourmeade,Kentucky,1250,38.2986,-85.6009
Barboursville,West Virginia,4258,38.4061,-82.297
Barbourville,Kentucky,3033,36.8667,-83.885
Barclay,Maryland,165,39.1448,-75.8655
Bardolph,Illinois,232,40.4959,-90.5631
Bardstown,Kentucky,13253,37.8174,-85.4548
Bardwell,Kentucky,673,36.874,-89.0091
Bardwell,Texas,689,32.2671,-96.6954
Bargersville,Indiana,8076,39.5412,-86.2004
Baring,Missouri,127,40.2447,-92.2058
Barling,Arkansas,5036,35.3284,-94.2792
Barlow,Kentucky,644,37.0511,-89.0445
Barlow,Oregon,147,45.2523,-122.722
Barnard,Kansas,63,39.1892,-98.0443
Barnard,Missouri,198,40.1755,-94.8233
Barnes,Kansas,152,39.7116,-96.8733
Barnes City,Iowa,169,41.5071,-92.4696
Barneston,Nebraska,111,40.0488,-96.5735
Barnesville,Georgia,6659,33.0509,-84.1527
Barnesville,Maryland,179,39.2211,-77.3799
Barnesville,Minnesota,2602,46.6501,-96.4164
Barnesville,Ohio,3998,39.9888,-81.1728
Barnett,Missouri,201,38.3775,-92.6746
Barneveld,Wisconsin,1251,43.0117,-89.8968
Barney,North Dakota,52,46.2658,-96.9988
Barnhill,Ohio,391,40.4497,-81.3679
Barnsdall,Oklahoma,1150,36.5609,-96.1626
Barnum,Iowa,181,42.5062,-94.3657
Barnum,Minnesota,600,46.5054,-92.6884
Barnwell,South Carolina,4291,33.2419,-81.3659
Baroda,Michigan,882,41.954,-86.488
Barrackville,West Virginia,1279,39.5013,-80.1696
Barre,Vermont,8528,44.1997,-72.5083
Barrett,Minnesota,407,45.9124,-95.8943
Barrington,Illinois,10217,42.1515,-88.1281
Barrington Hills,Illinois,4190,42.1399,-88.2035
Barron,Wisconsin,3322,45.4015,-91.8476
Barronett,Wisconsin,441,45.6363,-91.9942
Barry,Illinois,1247,39.6983,-91.0399
Barry,Minnesota,15,45.5582,-96.5604
Barry,Texas,264,32.0998,-96.6377
Barryton,Michigan,353,43.7505,-85.1436
Barstow,California,23915,34.8661,-117.047
Barstow,Texas,386,31.4616,-103.395
Bartelso,Illinois,610,38.5371,-89.4672
Bartlesville,Oklahoma,36144,36.7357,-95.9453
Bartlett,Illinois,40647,41.9803,-88.2069
Bartlett,Kansas,73,37.055,-95.2112
Bartlett,Nebraska,114,41.8839,-98.5527
Bartlett,Tennessee,59440,35.2337,-89.8195
Bartlett,Texas,1758,30.7951,-97.4325
Bartley,Nebraska,269,40.2511,-100.31
Barton,Maryland,423,39.5323,-79.0171
Barton Hills,Michigan,307,42.3167,-83.7561
Bartonville,Illinois,6113,40.6398,-89.6608
Bartonville,Texas,1785,33.0795,-97.1506
Bartow,Florida,20147,27.8868,-81.8213
Bartow,Georgia,250,32.8816,-82.4712
Barwick,Georgia,372,30.8933,-83.7391
Basalt,Colorado,4157,39.3663,-107.041
Basalt,Idaho,408,43.3144,-112.165
Basco,Illinois,89,40.3278,-91.1995
Bascom,Florida,115,30.9278,-85.1181
Basehor,Kansas,6496,39.1332,-94.9333
Basile,Louisiana,1783,30.4855,-92.601
Basin,Wyoming,1282,44.3804,-108.047
Baskin,Louisiana,244,32.2591,-91.7473
Bassett,Arkansas,159,35.5356,-90.1294
Bassett,Iowa,63,43.0615,-92.5153
Bassett,Kansas,21,37.9062,-95.4077
Bassett,Nebraska,540,42.5827,-99.5368
Bassfield,Mississippi,212,31.4959,-89.7449
Bastrop,Louisiana,10023,32.7749,-91.9058
Bastrop,Texas,9242,30.1118,-97.3257
Batavia,Illinois,26420,41.8479,-88.311
Batavia,Iowa,549,40.9951,-92.1674
Batavia,New York,14379,42.9987,-78.1802
Batavia,Ohio,1983,39.0815,-84.1718
Batchtown,Illinois,198,39.0332,-90.6533
Bates City,Missouri,218,39.0047,-94.0659
Batesburg-Leesville,South Carolina,5415,33.9125,-81.5313
Batesland,South Dakota,114,43.1278,-102.102
Batesville,Arkansas,10878,35.7687,-91.6226
Batesville,Indiana,6686,39.2974,-85.2139
Batesville,Mississippi,7218,34.3147,-89.9249
Batesville,Ohio,99,39.9156,-81.2824
Bath,Illinois,308,40.1906,-90.1425
Bath,Maine,8338,43.9346,-69.8346
Bath,North Carolina,241,35.4702,-76.8119
Bathgate,North Dakota,58,48.8805,-97.4738
Baton Rouge,Louisiana,220236,30.4418,-91.131
Battle Creek,Iowa,693,42.3168,-95.6003
Battle Creek,Michigan,51093,42.2986,-85.2296
Battle Creek,Nebraska,1187,41.9981,-97.5994
Battle Ground,Indiana,1975,40.5076,-86.8527
Battle Ground,Washington,21252,45.7765,-122.541
Battle Lake,Minnesota,929,46.2848,-95.7187
Battlefield,Missouri,6622,37.1194,-93.3683
Baudette,Minnesota,1020,48.7119,-94.5925
Bauxite,Arkansas,548,34.5602,-92.4988
Baxley,Georgia,4659,31.7643,-82.3508
Baxter,Iowa,1132,41.8252,-93.1525
Baxter,Minnesota,8364,46.3426,-94.2793
Baxter,Tennessee,1531,36.1537,-85.6349
Baxter Estates,New York,1049,40.8338,-73.6949
Baxter Springs,Kansas,3948,37.0196,-94.7351
Bay,Arkansas,1821,35.7456,-90.5547
Bay City,Michigan,32717,43.5903,-83.8886
Bay City,Oregon,1404,45.5216,-123.886
Bay City,Texas,17535,28.9838,-95.9601
Bay City,Wisconsin,494,44.5873,-92.4574
Bay Harbor Islands,Florida,5793,25.8878,-80.1335
Bay Lake,Florida,53,28.3871,-81.5751
Bay Minette,Alabama,9354,30.893,-87.7912
Bay Springs,Mississippi,1658,31.9772,-89.2792
Bay St. Louis,Mississippi,14034,30.3281,-89.3774
Bay View,Ohio,602,41.468,-82.825
Bay View Gardens,Illinois,412,40.8102,-89.5272
Bay Village,Ohio,15194,41.4851,-81.9315
Bayard,Iowa,451,41.852,-94.5578
Bayard,Nebraska,1084,41.7572,-103.323
Bayard,New Mexico,2123,32.7579,-108.134
Bayard,West Virginia,261,39.2711,-79.3662
Bayboro,North Carolina,1240,35.1474,-76.7692
Bayfield,Colorado,2689,37.234,-107.595
Bayfield,Wisconsin,691,46.8141,-90.8226
Baylis,Illinois,196,39.7294,-90.9094
Bayonne,New Jersey,64897,40.6661,-74.1141
Bayou La Batre,Alabama,2479,30.4126,-88.261
Bayou Vista,Texas,1633,29.3258,-94.939
Bayport,Minnesota,3765,45.0152,-92.7789
Bayside,Texas,320,28.0966,-97.2109
Bayside,Wisconsin,4334,43.1827,-87.9017
Baytown,Texas,77192,29.7586,-94.9669
Bayview,Texas,389,26.1324,-97.397
Bayville,New York,6732,40.9076,-73.5602
Bazile Mills,Nebraska,29,42.5124,-97.9083
Bazine,Kansas,292,38.4462,-99.693
Beach,North Dakota,1043,46.9192,-104.008
Beach City,Ohio,981,40.6531,-81.5796
Beach City,Texas,2792,29.7269,-94.8549
Beach Park,Illinois,13701,42.4261,-87.8584
Beachwood,Ohio,11590,41.4759,-81.503
Beacon,Iowa,487,41.2747,-92.6814
Beacon,New York,13968,41.5036,-73.9655
Beaconsfield,Iowa,14,40.8076,-94.0507
Beallsville,Ohio,380,39.8489,-81.0354
Beaman,Iowa,183,42.2202,-92.8221
Bean Station,Tennessee,3113,36.3322,-83.2852
Bear Creek,Alabama,1068,34.2651,-87.7164
Bear Creek,Texas,480,30.1826,-97.94
Bear Creek,Wisconsin,802,44.5313,-88.7275
Bear Grass,North Carolina,66,35.766,-77.1291
Bear Lake,Michigan,286,44.7182,-84.9486
Bear River,Wyoming,506,41.3859,-111.027
Bear River City,Utah,898,41.6124,-112.125
Bearcreek,Montana,82,45.1605,-109.157
Bearden,Arkansas,858,33.7276,-92.6187
Bearden,Oklahoma,131,35.3568,-96.3852
Beardsley,Minnesota,212,45.5577,-96.7139
Beardstown,Illinois,5446,39.9994,-90.4178
Beasley,Texas,677,29.4946,-95.9146
Beatrice,Alabama,278,31.7332,-87.209
Beatrice,Nebraska,12279,40.2737,-96.7454
Beattie,Kansas,189,39.8624,-96.4178
Beattyville,Kentucky,1221,37.5862,-83.7065
Beaufort,North Carolina,4452,34.7308,-76.6487
Beaufort,South Carolina,13436,32.4597,-80.7235
Beaumont,California,51063,33.9076,-116.977
Beaumont,Mississippi,914,31.1707,-88.9252
Beaumont,Texas,116825,30.0849,-94.1451
Beauregard,Mississippi,324,31.721,-90.3859
Beaux Arts Village,Washington,324,47.5853,-122.205
Beaver,Arkansas,95,36.4752,-93.7727
Beaver,Iowa,50,42.0383,-94.14
Beaver,Ohio,432,39.0319,-82.8252
Beaver,Oklahoma,1399,36.8151,-100.523
Beaver,Utah,3185,38.2759,-112.638
Beaver Bay,Minnesota,171,47.2561,-91.3061
Beaver City,Nebraska,575,40.1383,-99.8276
Beaver Creek,Minnesota,280,43.6124,-96.3624
Beaver Crossing,Nebraska,416,40.7782,-97.2825
Beaver Dam,Kentucky,3571,37.4042,-86.8742
Beaver Dam,Wisconsin,16403,43.469,-88.8308
Beaver Falls,Pennsylvania,8332,40.762,-80.3225
Beavercreek,Ohio,47741,39.731,-84.0624
Beaverdam,Ohio,371,40.8328,-83.974
Beaverton,Alabama,187,33.9354,-88.0218
Beaverton,Michigan,1179,43.8811,-84.4887
Beaverton,Oregon,99037,45.4779,-122.817
Beaverville,Illinois,326,40.9534,-87.6546
Beckemeyer,Illinois,1008,38.6059,-89.4322
Becker,Minnesota,4954,45.3815,-93.8737
Beckley,West Virginia,15940,37.7878,-81.1841
Beckville,Texas,823,32.2436,-94.4561
Bedford,Indiana,13212,38.8602,-86.4895
Bedford,Iowa,1384,40.6711,-94.724
Bedford,Kentucky,576,38.5957,-85.3175
Bedford,Ohio,12457,41.3919,-81.5359
Bedford,Texas,49049,32.8464,-97.135
Bedford,Virginia,6597,37.336,-79.5179
Bedford Heights,Ohio,10460,41.4042,-81.5053
Bedford Park,Illinois,604,41.767,-87.7915
Bedias,Texas,470,30.7792,-95.9469
Bee,Nebraska,184,41.0064,-97.0583
Bee Cave,Texas,6841,30.3084,-97.9629
Beebe,Arkansas,8168,35.0712,-91.8996
Beech Bottom,West Virginia,469,40.2181,-80.6588
Beech Grove,Indiana,14937,39.7157,-86.0871
Beech Mountain,North Carolina,324,36.2105,-81.8875
Beecher,Illinois,4427,41.3501,-87.6174
Beecher City,Illinois,453,39.1866,-88.7876
Beechwood Village,Kentucky,1350,38.2555,-85.6295
